,loss,accuracy,val_loss,val_accuracy
0,2.337782144546509,0.32290664315223694,2.2876055240631104,0.5552346706390381
1,1.5317550897598267,0.5541386008262634,1.3715511560440063,0.6397112011909485
2,1.1694501638412476,0.6645011305809021,1.1806023120880127,0.6750902533531189
3,0.9477697014808655,0.7257779836654663,0.7076421976089478,0.8079422116279602
4,0.8410933613777161,0.7555341720581055,0.6084414124488831,0.8389891982078552
5,0.731911838054657,0.7897016406059265,0.5122365951538086,0.8736461997032166
6,0.621231198310852,0.8217035531997681,0.46385449171066284,0.8794223666191101
7,0.5880071520805359,0.8289220333099365,0.5149170160293579,0.8642598986625671
8,0.5292860269546509,0.844481885433197,0.5238457918167114,0.8541516065597534
9,0.4887933135032654,0.8614854216575623,0.4415484070777893,0.8859205842018127
10,0.4427185654640198,0.8721526861190796,0.26384052634239197,0.9335740208625793
11,0.4353412389755249,0.8723131418228149,0.3075173795223236,0.9184115529060364
12,0.4333418607711792,0.8733558058738708,0.2811639904975891,0.9342960119247437
13,0.39087870717048645,0.8865094780921936,0.2754880487918854,0.9241877198219299
14,0.36799171566963196,0.8926050662994385,0.23849377036094666,0.9422382712364197
15,0.33781352639198303,0.9003849625587463,0.2708563208580017,0.9241877198219299
16,0.33635684847831726,0.8985402584075928,0.21179230511188507,0.9487364888191223
17,0.3361014723777771,0.9033525586128235,0.2448819875717163,0.9386281371116638
18,0.32310932874679565,0.9036734104156494,0.1915847510099411,0.9516245722770691
19,0.304394006729126,0.9084857106208801,0.21102696657180786,0.9371840953826904
20,0.29126372933387756,0.9161052107810974,0.17184056341648102,0.9458483457565308
21,0.26558950543403625,0.9200353026390076,0.19177383184432983,0.9494584798812866
22,0.26806437969207764,0.9192332625389099,0.1828802078962326,0.9480144381523132
23,0.25601813197135925,0.9230028986930847,0.15132158994674683,0.9523465633392334
24,0.23894014954566956,0.9274141788482666,0.17170283198356628,0.9494584798812866
25,0.25965461134910583,0.920596718788147,0.16248774528503418,0.9552346467971802
26,0.24072398245334625,0.9246872067451477,0.19284085929393768,0.9436823129653931
27,0.23396041989326477,0.9290182590484619,0.1535944938659668,0.9574007391929626
28,0.22395475208759308,0.9335899949073792,0.1341688483953476,0.958844780921936
29,0.2168390303850174,0.9346326589584351,0.1298358142375946,0.9631769061088562
30,0.20900902152061462,0.9357555508613586,0.13690052926540375,0.9631769061088562
31,0.2071792036294937,0.936316967010498,0.15963350236415863,0.9523465633392334
32,0.21068261563777924,0.9381616711616516,0.1268487572669983,0.966064989566803
33,0.19715826213359833,0.9388033151626587,0.182027205824852,0.9436823129653931
34,0.19621437788009644,0.9412094950675964,0.1788916289806366,0.9480144381523132
35,0.18915192782878876,0.9400866031646729,0.109719417989254,0.974007248878479
36,0.18576475977897644,0.9444979429244995,0.12092122435569763,0.9653429388999939
37,0.18342305719852448,0.9442573189735413,0.13905681669712067,0.9595667719841003
38,0.17583686113357544,0.9461020231246948,0.11241177469491959,0.974007248878479
39,0.17675191164016724,0.9480269551277161,0.1111864224076271,0.9718411564826965
40,0.17041383683681488,0.9476259350776672,0.09233199059963226,0.9754512906074524
41,0.1578744351863861,0.9519569873809814,0.09047840535640717,0.9776173233985901
42,0.1629892885684967,0.9508341550827026,0.10560531914234161,0.9711191058158875
43,0.17249681055545807,0.9472249150276184,0.09694059938192368,0.9718411564826965
44,0.1547614187002182,0.9537215232849121,0.08286719769239426,0.9797834157943726
45,0.15129515528678894,0.9513153433799744,0.128488227725029,0.9610108137130737
46,0.15431056916713715,0.9516361951828003,0.12293104827404022,0.9667869806289673
47,0.1567194014787674,0.951716423034668,0.08417994529008865,0.9783393740653992
48,0.16424067318439484,0.9511549472808838,0.07672584056854248,0.9790613651275635
49,0.15644994378089905,0.9519569873809814,0.08460986614227295,0.974007248878479
50,0.1495378017425537,0.9538819193840027,0.10362241417169571,0.9703971147537231
51,0.14014467597007751,0.9568495154380798,0.07616754621267319,0.984837532043457
52,0.1459784060716629,0.9538017511367798,0.09021060913801193,0.9783393740653992
53,0.13595440983772278,0.9578120112419128,0.07804421335458755,0.981227457523346
54,0.13464540243148804,0.9577317833900452,0.08167374134063721,0.9761732816696167
55,0.1290220320224762,0.96150141954422,0.07914390414953232,0.9783393740653992
56,0.1262199431657791,0.964148223400116,0.0944061353802681,0.981227457523346
